TransactionID,AccountID,CustomerID,BranchID,TransactionDate,Amount,TransactionType,Channel,Status,BatchNumber
TXN_NEW_00019,ACC0160,CUST0160,BR002,2025-01-06,5472.91,Fee,Mobile,Completed,1
TXN_NEW_00020,ACC0225,CUST0225,BR002,2025-01-08,10533.52,Interest,Online,Completed,1
TXN_NEW_00021,ACC0465,CUST0465,BR006,2025-01-08,13335.77,Interest,ATM,Completed,1
TXN_NEW_00022,ACC0149,CUST0149,BR007,2025-01-10,3993.9,Withdrawal,Phone,Pending,1
TXN_NEW_00023,ACC0317,CUST0317,BR008,2025-01-04,9501.81,Fee,ATM,Completed,1
TXN_NEW_00024,ACC0182,CUST0182,BR005,2025-01-04,22284.31,Payment,ATM,Completed,1
TXN_NEW_00025,ACC0381,CUST0381,BR004,2025-01-07,21514.03,Withdrawal,Branch,Completed,1
TXN_NEW_00026,ACC0257,CUST0257,BR009,2025-01-04,42.3,Withdrawal,Mobile,Completed,1
TXN_NEW_00027,ACC0413,CUST0413,BR008,2025-01-04,6605.02,Fee,Branch,Completed,1
TXN_NEW_00028,ACC0272,CUST0272,BR010,2025-01-10,19225.72,Deposit,Online,Failed,1
TXN_NEW_00029,ACC0413,CUST0413,BR005,2025-01-02,14516.97,Interest,Branch,Completed,1
TXN_NEW_00030,ACC0498,CUST0498,BR009,2025-01-10,14377.06,Deposit,Online,Failed,1
TXN_NEW_00031,ACC0407,CUST0407,BR007,2025-01-07,19733.32,Withdrawal,ATM,Completed,1
TXN_NEW_00032,ACC0067,CUST0067,BR008,2025-01-07,10459.89,Interest,Mobile,Completed,1
TXN_NEW_00033,ACC0107,CUST0107,BR005,2025-01-08,14320.86,Fee,Branch,Completed,1
TXN_NEW_00034,ACC0468,CUST0468,BR008,2025-01-10,22324.31,Fee,Branch,Completed,1
TXN_NEW_00035,ACC0039,CUST0039,BR009,2025-01-04,24929.64,Transfer,Online,Completed,1
TXN_NEW_00036,ACC0253,CUST0253,BR002,2025-01-06,16383.01,Deposit,Phone,Completed,1
TXN_NEW_00037,ACC0007,CUST0007,BR010,2025-01-06,10354.33,Deposit,Phone,Pending,1
TXN_NEW_00038,ACC0204,CUST0204,BR001,2025-01-01,8566.32,Deposit,ATM,Completed,1
TXN_NEW_00039,ACC0225,CUST0225,BR001,2025-01-07,5747.71,Deposit,Branch,Completed,1
TXN_NEW_00040,ACC0142,CUST0142,BR006,2025-01-02,13996.93,Deposit,Phone,Completed,1
TXN_NEW_00041,ACC0182,CUST0182,BR009,2025-01-02,18588.17,Deposit,Mobile,Pending,1
TXN_NEW_00042,ACC0077,CUST0077,BR009,2025-01-02,836.78,Transfer,Branch,Completed,1
TXN_NEW_00043,ACC0446,CUST0446,BR004,2025-01-10,15210.54,Interest,Mobile,Completed,1
TXN_NEW_00044,ACC0028,CUST0028,BR006,2025-01-07,4707.88,Deposit,Online,Completed,1
TXN_NEW_00045,ACC0330,CUST0330,BR009,2025-01-01,5785.05,Interest,Online,Completed,1
TXN_NEW_00046,ACC0121,CUST0121,BR010,2025-01-08,18327.75,Transfer,Online,Pending,1
TXN_NEW_00047,ACC0083,CUST0083,BR003,2025-01-08,9334.17,Withdrawal,Online,Completed,1
TXN_NEW_00048,ACC0011,CUST0011,BR005,2025-01-03,3327.33,Deposit,ATM,Completed,1
TXN_NEW_00049,ACC0152,CUST0152,BR005,2025-01-02,12316.16,Fee,Online,Completed,1
TXN_NEW_00050,ACC0311,CUST0311,BR006,2025-01-06,16603.13,Fee,Online,Completed,1
TXN_NEW_00051,ACC0139,CUST0139,BR010,2025-01-04,13703.93,Payment,Online,Completed,1
TXN_NEW_00052,ACC0481,CUST0481,BR005,2025-01-07,10483.31,Payment,Mobile,Completed,1
TXN_NEW_00053,ACC0209,CUST0209,BR001,2025-01-04,6051.71,Withdrawal,Phone,Completed,1
TXN_NEW_00054,ACC0003,CUST0003,BR010,2025-01-01,20942.99,Deposit,Mobile,Completed,1
TXN_NEW_00055,ACC0032,CUST0032,BR005,2025-01-03,14498.06,Withdrawal,Online,Failed,1
TXN_NEW_00056,ACC0019,CUST0019,BR009,2025-01-07,23424.23,Interest,Online,Completed,1
TXN_NEW_00057,ACC0120,CUST0120,BR006,2025-01-07,3310.89,Interest,Online,Completed,1
TXN_NEW_00058,ACC0082,CUST0082,BR004,2025-01-10,12121.16,Payment,Online,Completed,1
TXN_NEW_00059,ACC0104,CUST0104,BR003,2025-01-03,11890.69,Fee,Mobile,Pending,1
TXN_NEW_00060,ACC0132,CUST0132,BR003,2025-01-09,16809.58,Transfer,Phone,Completed,1
TXN_NEW_00061,ACC0124,CUST0124,BR009,2025-01-04,17180.57,Withdrawal,Phone,Completed,1
TXN_NEW_00062,ACC0124,CUST0124,BR005,2025-01-06,19180.3,Withdrawal,Mobile,Completed,1
TXN_NEW_00063,ACC0322,CUST0322,BR001,2025-01-01,10924.58,Withdrawal,Online,Completed,1
TXN_NEW_00064,ACC0095,CUST0095,BR005,2025-01-05,263.31,Transfer,Mobile,Completed,1
TXN_NEW_00065,ACC0059,CUST0059,BR003,2025-01-06,9737.06,Payment,Phone,Completed,1
TXN_NEW_00066,ACC0232,CUST0232,BR001,2025-01-01,8880.18,Deposit,Online,Pending,1
TXN_NEW_00067,ACC0195,CUST0195,BR001,2025-01-06,23534.65,Fee,Mobile,Completed,1
TXN_NEW_00068,ACC0400,CUST0400,BR002,2025-01-01,735.93,Deposit,ATM,Completed,1
TXN_NEW_00069,ACC0390,CUST0390,BR002,2025-01-01,10857.05,Payment,Online,Completed,1
TXN_NEW_00070,ACC0499,CUST0499,BR006,2025-01-08,10599.5,Fee,Phone,Pending,1
TXN_NEW_00071,ACC0135,CUST0135,BR006,2025-01-06,20211.9,Withdrawal,Mobile,Completed,1
TXN_NEW_00072,ACC0018,CUST0018,BR004,2025-01-05,8158.31,Deposit,ATM,Completed,1
TXN_NEW_00073,ACC0125,CUST0125,BR004,2025-01-08,16632.24,Transfer,Phone,Completed,1
TXN_NEW_00074,ACC0040,CUST0040,BR007,2025-01-02,18445.31,Withdrawal,Branch,Completed,1
TXN_NEW_00075,ACC0476,CUST0476,BR006,2025-01-09,24909.34,Transfer,Phone,Failed,1
TXN_NEW_00076,ACC0444,CUST0444,BR002,2025-01-05,9965.42,Deposit,Phone,Failed,1
TXN_NEW_00077,ACC0233,CUST0233,BR008,2025-01-06,24902.99,Deposit,Online,Completed,1
TXN_NEW_00078,ACC0043,CUST0043,BR003,2025-01-07,4817.39,Fee,Phone,Completed,1
TXN_NEW_00079,ACC0011,CUST0011,BR002,2025-01-06,5459.52,Payment,Online,Completed,1
TXN_NEW_00080,ACC0221,CUST0221,BR005,2025-01-03,20949.26,Fee,ATM,Failed,1
TXN_NEW_00081,ACC0362,CUST0362,BR007,2025-01-02,7751.0,Deposit,Branch,Completed,1
TXN_NEW_00082,ACC0050,CUST0050,BR002,2025-01-05,23715.5,Withdrawal,Mobile,Completed,1
TXN_NEW_00083,ACC0373,CUST0373,BR002,2025-01-01,18716.56,Fee,ATM,Completed,1
TXN_NEW_00084,ACC0066,CUST0066,BR005,2025-01-10,12113.87,Fee,Phone,Completed,1
TXN_NEW_00085,ACC0230,CUST0230,BR005,2025-01-09,6331.45,Deposit,ATM,Completed,1
TXN_NEW_00086,ACC0169,CUST0169,BR009,2025-01-03,20051.34,Deposit,ATM,Completed,1
TXN_NEW_00087,ACC0037,CUST0037,BR004,2025-01-09,10881.23,Deposit,Online,Completed,1
TXN_NEW_00088,ACC0403,CUST0403,BR007,2025-01-10,19837.85,Deposit,Online,Completed,1
TXN_NEW_00089,ACC0055,CUST0055,BR002,2025-01-01,4885.61,Interest,Mobile,Completed,1
TXN_NEW_00090,ACC0059,CUST0059,BR003,2025-01-05,17704.77,Deposit,Phone,Completed,1
TXN_NEW_00091,ACC0098,CUST0098,BR002,2025-01-10,2797.87,Deposit,Mobile,Completed,1
TXN_NEW_00092,ACC0172,CUST0172,BR009,2025-01-01,11080.74,Interest,Branch,Completed,1
TXN_NEW_00093,ACC0179,CUST0179,BR004,2025-01-06,3276.64,Payment,Phone,Failed,1
TXN_NEW_00094,ACC0468,CUST0468,BR004,2025-01-04,20276.04,Transfer,Phone,Completed,1
TXN_NEW_00095,ACC0244,CUST0244,BR003,2025-01-10,8695.29,Deposit,Phone,Pending,1
TXN_NEW_00096,ACC0274,CUST0274,BR005,2025-01-01,420.22,Transfer,Mobile,Completed,1
TXN_NEW_00097,ACC0024,CUST0024,BR002,2025-01-09,7995.91,Payment,ATM,Pending,1
TXN_NEW_00098,ACC0089,CUST0089,BR009,2025-01-06,17329.02,Payment,Online,Completed,1
TXN_NEW_00099,ACC0152,CUST0152,BR001,2025-01-06,10596.66,Transfer,Online,Completed,1
TXN_NEW_00100,ACC0048,CUST0048,BR008,2025-01-07,10724.08,Transfer,Branch,Completed,1
TXN_NEW_00101,ACC0329,CUST0329,BR007,2025-01-05,2636.17,Deposit,ATM,Completed,1
TXN_NEW_00102,ACC0135,CUST0135,BR002,2025-01-01,9199.5,Withdrawal,Mobile,Completed,1
TXN_NEW_00103,ACC0310,CUST0310,BR005,2025-01-05,10201.56,Deposit,Mobile,Completed,1
TXN_NEW_00104,ACC0360,CUST0360,BR001,2025-01-09,12701.17,Withdrawal,Mobile,Completed,1
TXN_NEW_00105,ACC0283,CUST0283,BR003,2025-01-05,7589.63,Payment,Online,Pending,1
TXN_NEW_00106,ACC0177,CUST0177,BR001,2025-01-08,5719.52,Payment,Branch,Pending,1
TXN_NEW_00107,ACC0124,CUST0124,BR009,2025-01-01,3180.36,Fee,Online,Failed,1
TXN_NEW_00108,ACC0288,CUST0288,BR003,2025-01-06,19396.73,Transfer,Online,Completed,1
TXN_NEW_00109,ACC0425,CUST0425,BR004,2025-01-01,11281.42,Transfer,Branch,Completed,1
TXN_NEW_00110,ACC0368,CUST0368,BR001,2025-01-04,18207.76,Transfer,Mobile,Failed,1
TXN_NEW_00111,ACC0221,CUST0221,BR003,2025-01-03,24258.03,Interest,Phone,Completed,1
TXN_NEW_00112,ACC0428,CUST0428,BR010,2025-01-01,19257.07,Payment,Online,Completed,1
TXN_NEW_00113,ACC0321,CUST0321,BR001,2025-01-04,14243.77,Fee,Branch,Completed,1
TXN_NEW_00114,ACC0146,CUST0146,BR010,2025-01-06,17441.26,Deposit,Online,Completed,1
TXN_NEW_00115,ACC0295,CUST0295,BR006,2025-01-09,21036.15,Payment,ATM,Completed,1
TXN_NEW_00116,ACC0131,CUST0131,BR008,2025-01-02,9735.08,Withdrawal,ATM,Failed,1
TXN_NEW_00117,ACC0156,CUST0156,BR008,2025-01-01,13923.72,Payment,Online,Completed,1
TXN_NEW_00118,ACC0119,CUST0119,BR003,2025-01-01,3993.94,Fee,ATM,Completed,1
TXN_NEW_00119,ACC0202,CUST0202,BR006,2025-01-07,4042.14,Withdrawal,Mobile,Completed,1
TXN_NEW_00120,ACC0281,CUST0281,BR008,2025-01-08,6947.88,Fee,ATM,Completed,1
TXN_NEW_00121,ACC0091,CUST0091,BR006,2025-01-10,3535.42,Transfer,Phone,Completed,1
TXN_NEW_00122,ACC0343,CUST0343,BR010,2025-01-03,19891.18,Transfer,Phone,Completed,1
TXN_NEW_00123,ACC0353,CUST0353,BR007,2025-01-06,19330.98,Transfer,ATM,Failed,1
TXN_NEW_00124,ACC0361,CUST0361,BR002,2025-01-02,5603.8,Transfer,Mobile,Completed,1
TXN_NEW_00125,ACC0198,CUST0198,BR003,2025-01-04,17808.65,Interest,Mobile,Completed,1
TXN_NEW_00126,ACC0095,CUST0095,BR001,2025-01-01,2163.06,Transfer,Mobile,Completed,1
TXN_NEW_00127,ACC0135,CUST0135,BR008,2025-01-06,12646.1,Interest,Phone,Failed,1
TXN_NEW_00128,ACC0220,CUST0220,BR010,2025-01-07,7983.2,Payment,Mobile,Completed,1
TXN_NEW_00129,ACC0074,CUST0074,BR008,2025-01-10,9365.79,Fee,Branch,Failed,1
TXN_NEW_00130,ACC0238,CUST0238,BR003,2025-01-08,17168.88,Transfer,Phone,Completed,1
TXN_NEW_00131,ACC0229,CUST0229,BR010,2025-01-08,19477.31,Transfer,Branch,Completed,1
TXN_NEW_00132,ACC0177,CUST0177,BR008,2025-01-01,9531.1,Fee,ATM,Pending,1
TXN_NEW_00133,ACC0374,CUST0374,BR004,2025-01-03,21947.52,Deposit,Phone,Completed,1
TXN_NEW_00134,ACC0277,CUST0277,BR001,2025-01-02,3167.05,Payment,Mobile,Failed,1
TXN_NEW_00135,ACC0395,CUST0395,BR005,2025-01-01,8654.57,Interest,Online,Completed,1
TXN_NEW_00136,ACC0020,CUST0020,BR004,2025-01-04,23488.36,Interest,Mobile,Completed,1
TXN_NEW_00137,ACC0004,CUST0004,BR003,2025-01-08,6615.97,Withdrawal,ATM,Completed,1
TXN_NEW_00138,ACC0461,CUST0461,BR006,2025-01-04,7313.87,Transfer,Online,Completed,1
TXN_NEW_00139,ACC0489,CUST0489,BR001,2025-01-04,19962.63,Withdrawal,ATM,Completed,1
TXN_NEW_00140,ACC0429,CUST0429,BR006,2025-01-06,4662.79,Payment,ATM,Completed,1
TXN_NEW_00141,ACC0404,CUST0404,BR008,2025-01-08,374.0,Deposit,Phone,Completed,1
TXN_NEW_00142,ACC0170,CUST0170,BR002,2025-01-01,23801.01,Payment,ATM,Completed,1
TXN_NEW_00143,ACC0475,CUST0475,BR001,2025-01-03,9323.04,Withdrawal,ATM,Completed,1
TXN_NEW_00144,ACC0492,CUST0492,BR006,2025-01-05,9758.89,Transfer,Mobile,Completed,1
TXN_NEW_00145,ACC0428,CUST0428,BR009,2025-01-02,2204.02,Transfer,Online,Completed,1
TXN_NEW_00146,ACC0058,CUST0058,BR006,2025-01-07,21553.02,Interest,Mobile,Completed,1
TXN_NEW_00147,ACC0068,CUST0068,BR009,2025-01-05,20076.99,Withdrawal,Online,Pending,1
TXN_NEW_00148,ACC0161,CUST0161,BR004,2025-01-07,6721.58,Payment,Mobile,Completed,1
TXN_NEW_00149,ACC0364,CUST0364,BR010,2025-01-01,16413.32,Deposit,ATM,Failed,1
TXN_NEW_00150,ACC0241,CUST0241,BR003,2025-01-01,3430.9,Payment,Phone,Completed,1
TXN_NEW_00151,ACC0162,CUST0162,BR004,2025-01-01,6217.07,Withdrawal,Online,Pending,1
TXN_NEW_00152,ACC0043,CUST0043,BR009,2025-01-03,35.14,Transfer,Mobile,Completed,1
TXN_NEW_00153,ACC0197,CUST0197,BR006,2025-01-03,24909.4,Fee,Mobile,Completed,1
TXN_NEW_00154,ACC0220,CUST0220,BR009,2025-01-08,7026.89,Interest,Mobile,Completed,1
TXN_NEW_00155,ACC0117,CUST0117,BR005,2025-01-09,945.15,Deposit,ATM,Failed,1
TXN_NEW_00156,ACC0402,CUST0402,BR004,2025-01-02,13847.09,Payment,Mobile,Completed,1
TXN_NEW_00157,ACC0102,CUST0102,BR005,2025-01-07,379.0,Deposit,Online,Completed,1
TXN_NEW_00158,ACC0064,CUST0064,BR002,2025-01-02,1983.49,Payment,ATM,Completed,1
TXN_NEW_00159,ACC0419,CUST0419,BR006,2025-01-06,4361.35,Withdrawal,Online,Completed,1
TXN_NEW_00160,ACC0241,CUST0241,BR004,2025-01-09,11583.35,Interest,ATM,Completed,1
TXN_NEW_00161,ACC0160,CUST0160,BR005,2025-01-10,1077.32,Deposit,Mobile,Completed,1
TXN_NEW_00162,ACC0283,CUST0283,BR006,2025-01-04,15309.55,Deposit,Phone,Completed,1
TXN_NEW_00163,ACC0109,CUST0109,BR002,2025-01-01,4094.31,Fee,Mobile,Completed,1
TXN_NEW_00164,ACC0088,CUST0088,BR007,2025-01-02,14703.38,Interest,ATM,Completed,1
TXN_NEW_00165,ACC0124,CUST0124,BR004,2025-01-09,19199.27,Transfer,Phone,Completed,1
TXN_NEW_00166,ACC0312,CUST0312,BR008,2025-01-10,6779.33,Transfer,ATM,Completed,1
TXN_NEW_00167,ACC0067,CUST0067,BR009,2025-01-08,13436.49,Interest,Branch,Completed,1
TXN_NEW_00168,ACC0406,CUST0406,BR009,2025-01-10,21700.88,Fee,Online,Pending,1
TXN_NEW_00169,ACC0329,CUST0329,BR002,2025-01-03,15060.96,Fee,Phone,Completed,1
TXN_NEW_00170,ACC0300,CUST0300,BR007,2025-01-05,19977.76,Withdrawal,Mobile,Completed,1
TXN_NEW_00171,ACC0450,CUST0450,BR010,2025-01-01,1812.86,Deposit,Phone,Completed,1
TXN_NEW_00172,ACC0185,CUST0185,BR003,2025-01-03,15757.59,Transfer,Phone,Pending,1
TXN_NEW_00173,ACC0490,CUST0490,BR003,2025-01-06,9320.49,Deposit,ATM,Completed,1
TXN_NEW_00174,ACC0313,CUST0313,BR009,2025-01-10,2549.48,Fee,Phone,Completed,1
TXN_NEW_00175,ACC0143,CUST0143,BR005,2025-01-08,23602.14,Fee,Mobile,Failed,1
TXN_NEW_00176,ACC0156,CUST0156,BR001,2025-01-09,11487.32,Deposit,ATM,Completed,1
TXN_NEW_00177,ACC0480,CUST0480,BR007,2025-01-03,15549.3,Withdrawal,Online,Completed,1
TXN_NEW_00178,ACC0390,CUST0390,BR009,2025-01-10,15146.57,Transfer,Mobile,Completed,1
TXN_NEW_00179,ACC0013,CUST0013,BR009,2025-01-02,12051.41,Transfer,Branch,Completed,1
TXN_NEW_00180,ACC0259,CUST0259,BR007,2025-01-10,21933.68,Payment,Online,Completed,1
TXN_NEW_00181,ACC0233,CUST0233,BR010,2025-01-10,14918.09,Deposit,ATM,Completed,1
TXN_NEW_00182,ACC0347,CUST0347,BR001,2025-01-02,19756.98,Payment,ATM,Pending,1
TXN_NEW_00183,ACC0107,CUST0107,BR004,2025-01-10,11932.72,Deposit,Mobile,Completed,1
TXN_NEW_00184,ACC0343,CUST0343,BR008,2025-01-05,22858.59,Payment,Mobile,Completed,1
TXN_NEW_00185,ACC0045,CUST0045,BR002,2025-01-07,4611.57,Withdrawal,Phone,Completed,1
TXN_NEW_00186,ACC0292,CUST0292,BR007,2025-01-05,20243.87,Deposit,Online,Pending,1
TXN_NEW_00187,ACC0402,CUST0402,BR008,2025-01-03,5808.75,Transfer,Online,Completed,1
TXN_NEW_00188,ACC0127,CUST0127,BR009,2025-01-05,11835.35,Fee,ATM,Completed,1
TXN_NEW_00189,ACC0460,CUST0460,BR010,2025-01-10,8160.71,Deposit,Mobile,Completed,1
TXN_NEW_00190,ACC0073,CUST0073,BR007,2025-01-08,12053.02,Fee,Branch,Completed,1
TXN_NEW_00191,ACC0318,CUST0318,BR009,2025-01-01,5352.72,Transfer,Phone,Completed,1
TXN_NEW_00192,ACC0348,CUST0348,BR007,2025-01-09,1437.45,Deposit,Online,Completed,1
TXN_NEW_00193,ACC0443,CUST0443,BR007,2025-01-08,471.65,Deposit,Mobile,Completed,1
TXN_NEW_00194,ACC0199,CUST0199,BR003,2025-01-03,16221.06,Withdrawal,ATM,Completed,1
TXN_NEW_00195,ACC0300,CUST0300,BR010,2025-01-08,807.69,Deposit,Phone,Completed,1
TXN_NEW_00196,ACC0414,CUST0414,BR003,2025-01-01,22399.62,Transfer,Mobile,Completed,1
TXN_NEW_00197,ACC0063,CUST0063,BR004,2025-01-08,7400.64,Withdrawal,Branch,Failed,1
TXN_NEW_00198,ACC0347,CUST0347,BR003,2025-01-01,1853.32,Interest,Phone,Completed,1
TXN_NEW_00199,ACC0268,CUST0268,BR006,2025-01-09,20506.93,Transfer,Online,Completed,1
TXN_NEW_00200,ACC0081,CUST0081,BR005,2025-01-07,8220.51,Deposit,ATM,Completed,1
TXN_NEW_00201,ACC0292,CUST0292,BR010,2025-01-20,18260.91,Deposit,Phone,Pending,2
TXN_NEW_00202,ACC0256,CUST0256,BR009,2025-01-13,5423.32,Payment,Branch,Completed,2
TXN_NEW_00203,ACC0243,CUST0243,BR009,2025-01-12,11301.35,Payment,Phone,Failed,2
TXN_NEW_00204,ACC0030,CUST0030,BR009,2025-01-13,9816.95,Fee,ATM,Pending,2
TXN_NEW_00205,ACC0370,CUST0370,BR003,2025-01-13,541.24,Withdrawal,Branch,Completed,2
TXN_NEW_00206,ACC0196,CUST0196,BR008,2025-01-20,21496.14,Withdrawal,Phone,Completed,2
TXN_NEW_00207,ACC0327,CUST0327,BR001,2025-01-16,5677.03,Fee,ATM,Completed,2
TXN_NEW_00208,ACC0407,CUST0407,BR003,2025-01-17,12825.39,Withdrawal,Branch,Completed,2
TXN_NEW_00209,ACC0457,CUST0457,BR007,2025-01-16,21752.65,Payment,Online,Completed,2
TXN_NEW_00210,ACC0364,CUST0364,BR003,2025-01-20,22538.43,Payment,Online,Completed,2
TXN_NEW_00211,ACC0206,CUST0206,BR001,2025-01-16,17196.26,Withdrawal,ATM,Completed,2
TXN_NEW_00212,ACC0040,CUST0040,BR004,2025-01-11,7167.99,Transfer,Phone,Pending,2
TXN_NEW_00213,ACC0268,CUST0268,BR002,2025-01-15,12622.49,Interest,Branch,Completed,2
TXN_NEW_00214,ACC0381,CUST0381,BR003,2025-01-16,17176.42,Withdrawal,Phone,Completed,2
TXN_NEW_00215,ACC0431,CUST0431,BR007,2025-01-12,5336.68,Fee,Phone,Completed,2
TXN_NEW_00216,ACC0355,CUST0355,BR003,2025-01-16,16063.01,Transfer,ATM,Pending,2
TXN_NEW_00217,ACC0396,CUST0396,BR008,2025-01-12,15033.75,Deposit,Online,Completed,2
TXN_NEW_00218,ACC0118,CUST0118,BR006,2025-01-19,11195.58,Deposit,Phone,Completed,2
TXN_NEW_00219,ACC0422,CUST0422,BR007,2025-01-18,4404.88,Transfer,ATM,Completed,2
TXN_NEW_00220,ACC0404,CUST0404,BR008,2025-01-12,31.67,Transfer,ATM,Completed,2
TXN_NEW_00221,ACC0453,CUST0453,BR004,2025-01-15,7615.04,Deposit,Mobile,Completed,2
TXN_NEW_00222,ACC0037,CUST0037,BR006,2025-01-20,8488.93,Fee,Mobile,Completed,2
TXN_NEW_00223,ACC0221,CUST0221,BR003,2025-01-14,1215.18,Deposit,Online,Completed,2
TXN_NEW_00224,ACC0490,CUST0490,BR007,2025-01-18,6476.42,Withdrawal,Phone,Completed,2
TXN_NEW_00225,ACC0216,CUST0216,BR004,2025-01-20,6854.82,Payment,Online,Completed,2
TXN_NEW_00226,ACC0028,CUST0028,BR001,2025-01-12,1890.13,Payment,Online,Pending,2
TXN_NEW_00227,ACC0340,CUST0340,BR007,2025-01-13,5600.15,Transfer,Online,Pending,2
TXN_NEW_00228,ACC0366,CUST0366,BR004,2025-01-16,11045.1,Transfer,Mobile,Completed,2
TXN_NEW_00229,ACC0104,CUST0104,BR008,2025-01-15,9580.02,Payment,ATM,Completed,2
TXN_NEW_00230,ACC0437,CUST0437,BR010,2025-01-20,13006.7,Payment,Phone,Completed,2
TXN_NEW_00231,ACC0111,CUST0111,BR010,2025-01-19,10459.12,Payment,ATM,Completed,2
TXN_NEW_00232,ACC0151,CUST0151,BR005,2025-01-15,8959.14,Withdrawal,ATM,Completed,2
TXN_NEW_00233,ACC0026,CUST0026,BR005,2025-01-17,16831.73,Deposit,Branch,Pending,2
TXN_NEW_00234,ACC0438,CUST0438,BR002,2025-01-17,4411.16,Deposit,Branch,Completed,2
TXN_NEW_00235,ACC0119,CUST0119,BR001,2025-01-11,14059.9,Transfer,Phone,Completed,2
TXN_NEW_00236,ACC0055,CUST0055,BR001,2025-01-16,12305.43,Deposit,ATM,Completed,2
TXN_NEW_00237,ACC0133,CUST0133,BR006,2025-01-20,20607.45,Deposit,Online,Completed,2
TXN_NEW_00238,ACC0453,CUST0453,BR004,2025-01-19,4813.31,Transfer,Mobile,Completed,2
TXN_NEW_00239,ACC0441,CUST0441,BR009,2025-01-14,17816.9,Withdrawal,ATM,Completed,2
TXN_NEW_00240,ACC0389,CUST0389,BR001,2025-01-16,8478.02,Deposit,Mobile,Completed,2
TXN_NEW_00241,ACC0326,CUST0326,BR005,2025-01-17,22821.79,Fee,Mobile,Completed,2
TXN_NEW_00242,ACC0197,CUST0197,BR005,2025-01-19,2171.13,Withdrawal,Online,Completed,2
TXN_NEW_00243,ACC0001,CUST0001,BR008,2025-01-19,21934.86,Fee,Mobile,Completed,2
TXN_NEW_00244,ACC0481,CUST0481,BR007,2025-01-18,8714.33,Withdrawal,Branch,Completed,2
TXN_NEW_00245,ACC0165,CUST0165,BR008,2025-01-20,18968.41,Fee,Mobile,Completed,2
TXN_NEW_00246,ACC0134,CUST0134,BR002,2025-01-12,14594.31,Interest,Branch,Pending,2
TXN_NEW_00247,ACC0151,CUST0151,BR003,2025-01-18,13447.44,Deposit,Phone,Failed,2
TXN_NEW_00248,ACC0022,CUST0022,BR001,2025-01-12,14495.93,Deposit,Branch,Pending,2
TXN_NEW_00249,ACC0306,CUST0306,BR006,2025-01-17,3096.16,Transfer,Branch,Completed,2
TXN_NEW_00250,ACC0220,CUST0220,BR008,2025-01-14,20908.45,Payment,Branch,Completed,2
TXN_NEW_00251,ACC0134,CUST0134,BR001,2025-01-12,1225.36,Deposit,Branch,Completed,2
TXN_NEW_00252,ACC0166,CUST0166,BR004,2025-01-14,16038.77,Payment,ATM,Pending,2
TXN_NEW_00253,ACC0062,CUST0062,BR009,2025-01-15,17763.67,Deposit,Mobile,Completed,2
TXN_NEW_00254,ACC0310,CUST0310,BR001,2025-01-18,11873.64,Payment,Mobile,Completed,2
TXN_NEW_00255,ACC0058,CUST0058,BR001,2025-01-17,6738.76,Deposit,Online,Pending,2
TXN_NEW_00256,ACC0460,CUST0460,BR008,2025-01-17,4749.64,Payment,ATM,Completed,2
TXN_NEW_00257,ACC0155,CUST0155,BR004,2025-01-20,17389.16,Payment,Online,Failed,2
